seq_len,time_since_start,seq_idx,time_since_last_event,type_event,dim_process
36,"[0.         0.20222222 0.25527778 0.29416667 0.34083333 1.02888889
 1.05055556 1.26972222 1.32444444 1.71972222 1.75361111 2.09805556
 2.56777778 2.61444444 2.69805556 2.86638889 2.92583333 3.06111111
 3.08722222 3.11055556 3.12111111 3.19222222 3.26472222 3.33361111
 3.51972222 3.57361111 3.60361111 3.62972222 5.03305556 5.17388889
 5.43111111 5.60777778 5.78333333 5.99       6.68388889 6.76694444]",1009,"[0.         0.20222222 0.05305556 0.03888889 0.04666667 0.68805556
 0.02166667 0.21916667 0.05472222 0.39527778 0.03388889 0.34444444
 0.46972222 0.04666667 0.08361111 0.16833333 0.05944444 0.13527778
 0.02611111 0.02333333 0.01055556 0.07111111 0.0725     0.06888889
 0.18611111 0.05388889 0.03       0.02611111 1.40333333 0.14083333
 0.25722222 0.17666667 0.17555556 0.20666667 0.69388889 0.08305556]",[6 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3],10
36,"[0.         0.07194444 0.12833333 0.25333333 0.405      0.47972222
 0.59416667 0.65277778 0.73527778 0.94083333 1.10861111 1.25027778
 1.34583333 1.51722222 1.53861111 1.61861111 2.00611111 2.18166667
 4.07777778 4.57194444 4.81527778 4.99666667 5.11027778 5.25861111
 5.37527778 5.62       5.93166667 5.96277778 6.02083333 6.1225
 6.27166667 6.49361111 6.53972222 6.68666667 6.795      6.87111111]",1010,"[0.         0.07194444 0.05638889 0.125      0.15166667 0.07472222
 0.11444444 0.05861111 0.0825     0.20555556 0.16777778 0.14166667
 0.09555556 0.17138889 0.02138889 0.08       0.3875     0.17555556
 1.89611111 0.49416667 0.24333333 0.18138889 0.11361111 0.14833333
 0.11666667 0.24472222 0.31166667 0.03111111 0.05805556 0.10166667
 0.14916667 0.22194444 0.04611111 0.14694444 0.10833333 0.07611111]",[8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 5 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3],10
36,"[0.         0.09444444 0.2975     0.39333333 0.41416667 0.49388889
 0.55388889 0.89166667 0.92361111 1.13055556 1.27       1.27972222
 1.35083333 1.72944444 2.85916667 2.98972222 4.41194444 5.02555556
 5.125      5.25055556 5.33194444 5.39916667 5.55666667 5.61333333
 5.8475     5.91888889 6.01222222 6.11222222 6.19611111 6.31805556
 6.63805556 6.99361111 7.05194444 7.20611111 8.03305556 8.15416667]",1011,"[0.         0.09444444 0.20305556 0.09583333 0.02083333 0.07972222
 0.06       0.33777778 0.03194444 0.20694444 0.13944444 0.00972222
 0.07111111 0.37861111 1.12972222 0.13055556 1.42222222 0.61361111
 0.09944444 0.12555556 0.08138889 0.06722222 0.1575     0.05666667
 0.23416667 0.07138889 0.09333333 0.1        0.08388889 0.12194444
 0.32       0.35555556 0.05833333 0.15416667 0.82694444 0.12111111]",[8 3 8 3 8 3 8 3 8 3 8 3 8 0 5 0 5 3 8 3 8 3 8 3 8 3 8 3 8 3 8 1 6 1 5 0],10
36,"[ 0.          0.16722222  1.04861111  1.66888889  1.70777778  2.67888889
  2.72805556  3.03083333  3.07222222  3.53194444  3.57805556  4.03555556
  4.09222222  4.24277778  4.38333333  4.515       4.54694444  5.04944444
  5.55222222  6.2175      6.28        6.46694444  6.86111111  7.24861111
  8.09805556  8.33166667  8.40277778  8.61583333  8.84916667  8.92722222
  8.9675      9.17666667  9.18861111  9.26388889  9.64138889 10.04416667]",1012,"[0.         0.16722222 0.88138889 0.62027778 0.03888889 0.97111111
 0.04916667 0.30277778 0.04138889 0.45972222 0.04611111 0.4575
 0.05666667 0.15055556 0.14055556 0.13166667 0.03194444 0.5025
 0.50277778 0.66527778 0.0625     0.18694444 0.39416667 0.3875
 0.84944444 0.23361111 0.07111111 0.21305556 0.23333333 0.07805556
 0.04027778 0.20916667 0.01194444 0.07527778 0.3775     0.40277778]",[8 3 8 0 5 3 8 3 8 3 8 3 8 3 8 3 8 0 5 3 8 3 8 0 5 3 8 3 8 3 8 3 8 3 8 0],10
36,"[0.         0.26611111 0.46833333 0.79777778 0.92694444 1.06583333
 1.22194444 1.54666667 1.89361111 2.37111111 2.39666667 2.51611111
 3.54861111 3.59416667 3.70194444 3.83083333 3.85611111 4.18305556
 4.20416667 4.4575     4.48666667 4.59305556 4.85333333 4.91111111
 6.53888889 6.82305556 6.85805556 6.91638889 7.01833333 7.24555556
 7.56444444 7.65722222 7.73805556 8.0275     8.63305556 8.73888889]",1013,"[0.         0.26611111 0.20222222 0.32944444 0.12916667 0.13888889
 0.15611111 0.32472222 0.34694444 0.4775     0.02555556 0.11944444
 1.0325     0.04555556 0.10777778 0.12888889 0.02527778 0.32694444
 0.02111111 0.25333333 0.02916667 0.10638889 0.26027778 0.05777778
 1.62777778 0.28416667 0.035      0.05833333 0.10194444 0.22722222
 0.31888889 0.09277778 0.08083333 0.28944444 0.60555556 0.10583333]",[8 3 8 3 8 3 8 0 5 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3],10
36,"[0.         0.65694444 0.83194444 1.075      1.10388889 1.45888889
 1.51111111 1.53138889 1.55166667 1.69361111 1.74305556 1.92611111
 2.02194444 2.13444444 2.14583333 2.27138889 2.29138889 2.4625
 3.02416667 3.30777778 3.48027778 3.67333333 3.90138889 4.06166667
 4.14722222 4.29222222 4.30444444 4.53166667 4.6225     5.09611111
 5.17861111 5.21222222 7.27083333 7.44388889 8.445      8.91527778]",1014,"[0.         0.65694444 0.175      0.24305556 0.02888889 0.355
 0.05222222 0.02027778 0.02027778 0.14194444 0.04944444 0.18305556
 0.09583333 0.1125     0.01138889 0.12555556 0.02       0.17111111
 0.56166667 0.28361111 0.1725     0.19305556 0.22805556 0.16027778
 0.08555556 0.145      0.01222222 0.22722222 0.09083333 0.47361111
 0.0825     0.03361111 2.05861111 0.17305556 1.00111111 0.47027778]",[5 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 0 8 3 8 3 8 3 8 3 8 3 8 0 5 0 5 0 5 3],10
36,"[0.         0.21972222 0.2925     0.67555556 0.72722222 1.07805556
 1.17694444 1.225      1.34472222 1.43416667 1.62888889 1.73861111
 2.00222222 2.1775     2.25777778 2.39111111 2.6625     2.70416667
 2.77777778 2.90694444 2.97222222 3.07138889 3.68527778 3.94305556
 4.07583333 4.29222222 4.64722222 5.04722222 5.10055556 5.26527778
 5.58916667 5.69888889 5.73055556 5.88972222 6.82583333 6.91388889]",1015,"[0.         0.21972222 0.07277778 0.38305556 0.05166667 0.35083333
 0.09888889 0.04805556 0.11972222 0.08944444 0.19472222 0.10972222
 0.26361111 0.17527778 0.08027778 0.13333333 0.27138889 0.04166667
 0.07361111 0.12916667 0.06527778 0.09916667 0.61388889 0.25777778
 0.13277778 0.21638889 0.355      0.4        0.05333333 0.16472222
 0.32388889 0.10972222 0.03166667 0.15916667 0.93611111 0.08805556]",[8 3 8 1 6 3 8 3 8 3 8 3 8 3 8 0 8 3 8 3 8 3 8 3 8 0 5 3 8 3 8 3 8 3 8 3],10
38,"[0.         0.34166667 0.50777778 0.69555556 0.71416667 0.79027778
 0.84638889 1.23861111 1.32166667 1.7025     1.97111111 2.27833333
 2.45305556 2.54361111 2.5975     2.70444444 2.89222222 3.45916667
 4.13277778 4.22666667 4.31222222 4.93916667 5.00638889 5.47861111
 5.62416667 6.08527778 6.14638889 6.295      6.47944444 6.68444444
 6.83861111 6.94055556 6.98111111 7.33777778 7.35111111 7.63444444
 7.96611111 8.04777778]",1016,"[0.         0.34166667 0.16611111 0.18777778 0.01861111 0.07611111
 0.05611111 0.39222222 0.08305556 0.38083333 0.26861111 0.30722222
 0.17472222 0.09055556 0.05388889 0.10694444 0.18777778 0.56694444
 0.67361111 0.09388889 0.08555556 0.62694444 0.06722222 0.47222222
 0.14555556 0.46111111 0.06111111 0.14861111 0.18444444 0.205
 0.15416667 0.10194444 0.04055556 0.35666667 0.01333333 0.28333333
 0.33166667 0.08166667]","[8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 0 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8
 3]",10
36,"[ 0.          0.6075      0.78        1.19694444  1.29277778  1.66305556
  3.18166667  3.73083333  4.955       5.59222222  5.62527778  5.90555556
  5.96194444  6.06416667  6.21333333  6.50416667  6.53027778  6.83805556
  6.92722222  7.03194444  7.12        7.18055556  7.20444444  7.29638889
  7.35111111  7.48888889  7.53888889  7.91916667  8.12388889  8.28388889
  8.41583333  8.53444444 10.68861111 11.14916667 12.07472222 12.4375    ]",1017,"[0.         0.6075     0.1725     0.41694444 0.09583333 0.37027778
 1.51861111 0.54916667 1.22416667 0.63722222 0.03305556 0.28027778
 0.05638889 0.10222222 0.14916667 0.29083333 0.02611111 0.30777778
 0.08916667 0.10472222 0.08805556 0.06055556 0.02388889 0.09194444
 0.05472222 0.13777778 0.05       0.38027778 0.20472222 0.16
 0.13194444 0.11861111 2.15416667 0.46055556 0.92555556 0.36277778]",[5 3 8 3 8 3 5 1 5 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 5 1 5 0],10
36,"[0.         0.24388889 0.3625     0.60861111 0.67444444 0.78361111
 0.94       0.98805556 1.05611111 1.21361111 1.26333333 1.70388889
 1.76527778 2.24666667 2.53361111 2.92805556 3.21055556 3.40388889
 3.44083333 3.58444444 3.60888889 3.87916667 4.06277778 4.22138889
 4.24833333 4.76361111 4.83666667 5.23055556 5.27277778 5.68555556
 6.28444444 6.76194444 6.92944444 7.14305556 7.1725     7.69083333]",1018,"[0.         0.24388889 0.11861111 0.24611111 0.06583333 0.10916667
 0.15638889 0.04805556 0.06805556 0.1575     0.04972222 0.44055556
 0.06138889 0.48138889 0.28694444 0.39444444 0.2825     0.19333333
 0.03694444 0.14361111 0.02444444 0.27027778 0.18361111 0.15861111
 0.02694444 0.51527778 0.07305556 0.39388889 0.04222222 0.41277778
 0.59888889 0.4775     0.1675     0.21361111 0.02944444 0.51833333]",[8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 0],10
38,"[0.         0.59694444 1.12138889 1.40055556 1.65694444 2.01805556
 2.47777778 2.7375     2.81638889 3.13555556 3.42888889 3.54833333
 4.62083333 5.04694444 5.09555556 5.17       5.24944444 5.36194444
 5.46583333 5.57222222 5.73166667 5.83333333 6.02277778 6.15555556
 6.23277778 6.29666667 6.33777778 6.50361111 6.60166667 6.77583333
 6.88611111 7.01833333 7.24638889 7.43027778 7.4725     7.63
 7.66305556 7.83305556]",1019,"[0.         0.59694444 0.52444444 0.27916667 0.25638889 0.36111111
 0.45972222 0.25972222 0.07888889 0.31916667 0.29333333 0.11944444
 1.0725     0.42611111 0.04861111 0.07444444 0.07944444 0.1125
 0.10388889 0.10638889 0.15944444 0.10166667 0.18944444 0.13277778
 0.07722222 0.06388889 0.04111111 0.16583333 0.09805556 0.17416667
 0.11027778 0.13222222 0.22805556 0.18388889 0.04222222 0.1575
 0.03305556 0.17      ]","[5 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8
 3]",10
38,"[0.         0.75388889 0.90583333 1.09       1.13583333 1.50055556
 1.54388889 1.69388889 1.70666667 1.88305556 1.90944444 2.1425
 2.155      2.48527778 2.63611111 2.66416667 2.67416667 3.03194444
 3.05361111 3.23222222 3.62388889 4.03833333 5.24805556 5.6775
 5.75638889 5.81916667 5.88972222 6.04416667 6.12027778 6.21333333
 6.26722222 6.89416667 7.90527778 8.29083333 8.45305556 8.57111111
 8.6025     8.80944444]",1020,"[0.         0.75388889 0.15194444 0.18416667 0.04583333 0.36472222
 0.04333333 0.15       0.01277778 0.17638889 0.02638889 0.23305556
 0.0125     0.33027778 0.15083333 0.02805556 0.01       0.35777778
 0.02166667 0.17861111 0.39166667 0.41444444 1.20972222 0.42944444
 0.07888889 0.06277778 0.07055556 0.15444444 0.07611111 0.09305556
 0.05388889 0.62694444 1.01111111 0.38555556 0.16222222 0.11805556
 0.03138889 0.20694444]","[5 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 0 5 3 8 3 8 3 8 3 8 0 5 3 8 3 8
 3]",10
38,"[0.         0.47583333 0.55638889 0.6475     0.86472222 1.13833333
 1.17416667 1.36861111 1.44166667 1.50138889 1.53138889 1.65083333
 1.69416667 1.76138889 1.83555556 1.94916667 3.14777778 3.34138889
 3.35388889 3.57138889 3.66222222 3.8375     3.94       4.17527778
 4.21527778 4.26527778 4.43888889 4.60027778 4.98138889 5.05777778
 5.09277778 5.13583333 5.72472222 5.83861111 5.87055556 5.93333333
 5.94666667 6.47944444]",1021,"[0.         0.47583333 0.08055556 0.09111111 0.21722222 0.27361111
 0.03583333 0.19444444 0.07305556 0.05972222 0.03       0.11944444
 0.04333333 0.06722222 0.07416667 0.11361111 1.19861111 0.19361111
 0.0125     0.2175     0.09083333 0.17527778 0.1025     0.23527778
 0.04       0.05       0.17361111 0.16138889 0.38111111 0.07638889
 0.035      0.04305556 0.58888889 0.11388889 0.03194444 0.06277778
 0.01333333 0.53277778]","[8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8
 4]",10
38,"[ 0.          0.03638889  0.04166667  0.90944444  1.04027778  1.25277778
  1.45861111  1.67222222  1.68666667  1.88472222  1.94722222  2.17805556
  2.2725      2.48472222  2.54472222  2.71138889  4.16416667  4.47944444
  4.68        5.07638889  8.02638889  8.28805556  8.69444444  9.46416667
  9.60888889 10.12944444 11.57722222 11.82138889 12.43916667 12.865
 13.49527778 13.995      14.03138889 14.12027778 14.13444444 14.47666667
 14.50916667 14.71638889]",1022,"[0.         0.03638889 0.00527778 0.86777778 0.13083333 0.2125
 0.20583333 0.21361111 0.01444444 0.19805556 0.0625     0.23083333
 0.09444444 0.21222222 0.06       0.16666667 1.45277778 0.31527778
 0.20055556 0.39638889 2.95       0.26166667 0.40638889 0.76972222
 0.14472222 0.52055556 1.44777778 0.24416667 0.61777778 0.42583333
 0.63027778 0.49972222 0.03638889 0.08888889 0.01416667 0.34222222
 0.0325     0.20722222]","[5 0 5 3 8 3 8 3 8 3 8 3 8 3 8 3 5 3 8 0 5 0 5 3 8 0 5 0 5 1 5 3 8 3 8 3 8
 3]",10
36,"[0.         0.11472222 0.26972222 0.47805556 0.54694444 0.93333333
 1.14833333 1.28777778 1.75444444 1.86805556 1.98277778 2.03055556
 2.16083333 2.29861111 2.61777778 2.74111111 2.85833333 2.99833333
 3.16277778 3.20444444 3.31138889 3.47277778 3.52       4.015
 4.39722222 4.40888889 4.465      4.50444444 4.58722222 4.74222222
 4.87361111 5.03222222 5.20611111 5.35583333 5.50416667 6.02805556]",1023,"[0.         0.11472222 0.155      0.20833333 0.06888889 0.38638889
 0.215      0.13944444 0.46666667 0.11361111 0.11472222 0.04777778
 0.13027778 0.13777778 0.31916667 0.12333333 0.11722222 0.14
 0.16444444 0.04166667 0.10694444 0.16138889 0.04722222 0.495
 0.38222222 0.01166667 0.05611111 0.03944444 0.08277778 0.155
 0.13138889 0.15861111 0.17388889 0.14972222 0.14833333 0.52388889]",[8 3 8 3 8 1 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 0 8 3 8 3 8 3 8 3 8 0 6 3],10
36,"[ 0.          0.60611111  2.06694444  2.78583333  3.45861111  3.72861111
  3.78638889  4.11416667  4.16111111  4.68972222  4.73555556  4.97777778
  5.12361111  5.21611111  7.39833333  7.60916667  7.81527778  7.90388889
  7.94305556  8.28388889  8.53805556  8.66944444  8.75222222  8.89
  8.91916667  9.22222222  9.23361111  9.2825      9.37611111  9.63277778
  9.78083333  9.94083333 10.13777778 10.2625     10.28666667 10.36638889]",1024,"[0.         0.60611111 1.46083333 0.71888889 0.67277778 0.27
 0.05777778 0.32777778 0.04694444 0.52861111 0.04583333 0.24222222
 0.14583333 0.0925     2.18222222 0.21083333 0.20611111 0.08861111
 0.03916667 0.34083333 0.25416667 0.13138889 0.08277778 0.13777778
 0.02916667 0.30305556 0.01138889 0.04888889 0.09361111 0.25666667
 0.14805556 0.16       0.19694444 0.12472222 0.02416667 0.07972222]",[5 0 5 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3],10
38,"[0.         0.42833333 0.48       0.67027778 0.89472222 0.96972222
 0.99222222 1.17305556 1.22166667 1.40166667 1.415      1.59916667
 1.93944444 2.0525     2.18694444 2.26305556 2.35555556 2.57083333
 2.83722222 3.06638889 3.12888889 3.20583333 3.27333333 3.37305556
 3.62333333 3.83527778 3.86444444 3.97694444 4.03694444 4.15944444
 4.46888889 4.50694444 4.58194444 4.67972222 6.655      6.68361111
 6.72722222 7.02833333]",1025,"[0.         0.42833333 0.05166667 0.19027778 0.22444444 0.075
 0.0225     0.18083333 0.04861111 0.18       0.01333333 0.18416667
 0.34027778 0.11305556 0.13444444 0.07611111 0.0925     0.21527778
 0.26638889 0.22916667 0.0625     0.07694444 0.0675     0.09972222
 0.25027778 0.21194444 0.02916667 0.1125     0.06       0.1225
 0.30944444 0.03805556 0.075      0.09777778 1.97527778 0.02861111
 0.04361111 0.30111111]","[5 1 6 1 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8
 0]",10
36,"[ 0.          0.51222222  1.0225      1.07888889  2.8125      3.34138889
  4.73888889  5.28277778  5.56111111  5.74055556  5.81027778  6.08472222
  6.18388889  6.67388889  6.6975      6.85916667  6.96944444  7.01527778
  7.15388889  7.21861111  7.39166667  7.62555556  7.70722222  7.83972222
  8.23805556  8.34277778  8.37583333  8.60333333  8.75305556  8.83944444
  8.92694444  9.21277778  9.26805556  9.54944444  9.58722222 10.15944444]",1026,"[0.         0.51222222 0.51027778 0.05638889 1.73361111 0.52888889
 1.3975     0.54388889 0.27833333 0.17944444 0.06972222 0.27444444
 0.09916667 0.49       0.02361111 0.16166667 0.11027778 0.04583333
 0.13861111 0.06472222 0.17305556 0.23388889 0.08166667 0.1325
 0.39833333 0.10472222 0.03305556 0.2275     0.14972222 0.08638889
 0.0875     0.28583333 0.05527778 0.28138889 0.03777778 0.57222222]",[8 1 6 1 8 0 5 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 1],10
38,"[0.         0.86361111 0.89277778 1.07361111 1.13944444 1.24305556
 1.28833333 1.41861111 1.49111111 1.59694444 1.73777778 1.90277778
 1.93       2.03       2.16138889 2.31638889 2.6025     2.66944444
 2.78222222 2.86861111 3.07972222 3.24694444 3.39472222 3.65527778
 3.68333333 4.07166667 4.43083333 4.49777778 4.50944444 4.58388889
 4.92305556 5.         5.01611111 5.09694444 5.32361111 5.41472222
 5.43388889 5.56638889]",1027,"[0.         0.86361111 0.02916667 0.18083333 0.06583333 0.10361111
 0.04527778 0.13027778 0.0725     0.10583333 0.14083333 0.165
 0.02722222 0.1        0.13138889 0.155      0.28611111 0.06694444
 0.11277778 0.08638889 0.21111111 0.16722222 0.14777778 0.26055556
 0.02805556 0.38833333 0.35916667 0.06694444 0.01166667 0.07444444
 0.33916667 0.07694444 0.01611111 0.08083333 0.22666667 0.09111111
 0.01916667 0.1325    ]","[5 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 0 8 3 8 3 8 3 8 3 8 3 8
 3]",10
38,"[0.         0.14694444 0.20583333 0.27305556 0.48111111 0.54888889
 0.63277778 0.69111111 0.71722222 0.90583333 1.00166667 1.13472222
 1.24027778 1.33888889 1.49444444 1.6025     1.74055556 2.01361111
 2.0775     2.39638889 2.5125     2.71111111 2.87361111 3.24666667
 3.37138889 3.60055556 3.75527778 4.14222222 4.31777778 4.39555556
 4.48555556 4.60611111 4.67722222 4.72861111 4.98555556 5.10694444
 5.26833333 5.42861111]",1028,"[0.         0.14694444 0.05888889 0.06722222 0.20805556 0.06777778
 0.08388889 0.05833333 0.02611111 0.18861111 0.09583333 0.13305556
 0.10555556 0.09861111 0.15555556 0.10805556 0.13805556 0.27305556
 0.06388889 0.31888889 0.11611111 0.19861111 0.1625     0.37305556
 0.12472222 0.22916667 0.15472222 0.38694444 0.17555556 0.07777778
 0.09       0.12055556 0.07111111 0.05138889 0.25694444 0.12138889
 0.16138889 0.16027778]","[8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8
 3]",10
38,"[0.         0.42138889 0.65472222 0.74222222 0.78444444 0.94277778
 0.985      1.31472222 1.32777778 1.42666667 1.44055556 1.65916667
 1.82611111 2.02805556 2.06861111 2.57333333 2.66055556 2.72861111
 3.41555556 3.83583333 3.93055556 4.23527778 4.34944444 4.54583333
 5.37833333 5.645      5.74222222 6.15138889 6.47166667 6.52277778
 6.6125     6.73388889 6.82166667 6.89555556 7.12194444 7.46777778
 7.94333333 8.27361111]",1029,"[0.         0.42138889 0.23333333 0.0875     0.04222222 0.15833333
 0.04222222 0.32972222 0.01305556 0.09888889 0.01388889 0.21861111
 0.16694444 0.20194444 0.04055556 0.50472222 0.08722222 0.06805556
 0.68694444 0.42027778 0.09472222 0.30472222 0.11416667 0.19638889
 0.8325     0.26666667 0.09722222 0.40916667 0.32027778 0.05111111
 0.08972222 0.12138889 0.08777778 0.07388889 0.22638889 0.34583333
 0.47555556 0.33027778]","[5 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 1 6 1 6 1 6 1 6 4 8 3 8 3 8 3 8 1 8
 3]",10
38,"[0.         0.3225     0.65027778 0.82222222 0.89944444 0.935
 1.08694444 1.17777778 1.30611111 1.42305556 1.48638889 1.61611111
 1.8375     1.92194444 1.96388889 2.03388889 2.39055556 2.57694444
 3.03916667 3.20027778 3.51444444 3.56194444 3.58888889 3.69833333
 3.83222222 3.92194444 3.96305556 4.00611111 4.04555556 4.13416667
 4.43583333 4.55472222 4.68583333 4.72611111 4.9275     5.01972222
 5.26527778 5.72277778]",1030,"[0.         0.3225     0.32777778 0.17194444 0.07722222 0.03555556
 0.15194444 0.09083333 0.12833333 0.11694444 0.06333333 0.12972222
 0.22138889 0.08444444 0.04194444 0.07       0.35666667 0.18638889
 0.46222222 0.16111111 0.31416667 0.0475     0.02694444 0.10944444
 0.13388889 0.08972222 0.04111111 0.04305556 0.03944444 0.08861111
 0.30166667 0.11888889 0.13111111 0.04027778 0.20138889 0.09222222
 0.24555556 0.4575    ]","[5 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8
 1]",10
36,"[0.         0.05       0.09611111 0.16222222 0.29722222 0.40916667
 0.50055556 0.91833333 0.97666667 1.17555556 1.24694444 1.38472222
 1.43444444 1.60805556 1.66888889 2.01388889 2.07555556 2.2225
 2.27972222 2.37972222 2.42388889 2.53916667 2.575      2.77111111
 2.88111111 3.17333333 3.21138889 3.44944444 3.51833333 3.87611111
 4.10694444 4.38388889 4.39305556 4.44805556 5.3525     5.53333333]",1031,"[0.         0.05       0.04611111 0.06611111 0.135      0.11194444
 0.09138889 0.41777778 0.05833333 0.19888889 0.07138889 0.13777778
 0.04972222 0.17361111 0.06083333 0.345      0.06166667 0.14694444
 0.05722222 0.1        0.04416667 0.11527778 0.03583333 0.19611111
 0.11       0.29222222 0.03805556 0.23805556 0.06888889 0.35777778
 0.23083333 0.27694444 0.00916667 0.055      0.90444444 0.18083333]",[8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3],10
